Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
GP JOULE Connect GmbH,Wittenberger Weg,19,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.777089,9.3915,2021-02-05,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,ANPDBGMWQESLRP52R2BEZESEE3R7A6OQCEH3KELA,AC Steckdose Typ 2,22,AOOXZB3CYNL7DY3UHBZJF5ORBJF4ZNA7V3GHZGBL,,,,,,
GP JOULE Connect GmbH,Wittenberger Weg,19,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.777237,9.39144,2020-04-06,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AMONWEH4XK7D62ZMJ2LKJX3IOZ6YSFJI7STFAUSY,AC Steckdose Typ 2,22,ANWHYIVU7J4VO2WPWS6MMZ64PSEF4UJWXAAKQPEJ,,,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76404,9.4498,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76409,9.45004,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.7649,9.45144,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76486,9.45142,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76481,9.45142,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76477,9.45142,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76472,9.4514,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
GP JOULE Connect GmbH,Marie-Curie-Ring,45,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.763105,9.449327,2022-06-10,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,3056301006072A8648CE3D020106052B8104000A03420004CAF0117859920467595F17ACDCEEC3E14BD3FCFFA157CABE0DBA104B2DDF5F5DF7C0BAAB0D9908C1EAE94DD0440F84518272043D3C12AF0A62439370A86143BE,DC Kupplung Combo,300,3056301006072A8648CE3D020106052B8104000A03420004150D0926822F16855D92B0D838F4FE89497ED4AA024D7C5235126ECBA915F54952B1B1A1DF824D80A1843C713BC252E8FF2CBE116CFF224D8A07781FCF48ABA8,,,,,,
GP JOULE Connect GmbH,Jägerweg,16,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.75988,9.385429,2023-03-21,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Lidl,Bleiche,4,LDL_6445_12345032850006,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77107,9.43337,2019-11-27,75,Schnellladeeinrichtung,3,"AC Kupplung Typ 2, DC Kupplung Combo",50,3059301306072A8648CE3D020106082A8648CE3D03010703420004397F7B42243C0A3ADC48F75756DFAB38E8D44F3B8E301151AAA20C22ABCF15391D7EC13E875B47E66954FA8F771B4BDE6FAC544A93DE80BC23B6FD60D018F2C7,"AC Kupplung Typ 2, DC CHAdeMO",50,3059301306072A8648CE3D020106082A8648CE3D03010703420004397F7B42243C0A3ADC48F75756DFAB38E8D44F3B8E301151AAA20C22ABCF15391D7EC13E875B47E66954FA8F771B4BDE6FAC544A93DE80BC23B6FD60D018F2C7,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,5D034D49C1D86E7CED015DC08293A45BAD93E6FF3FC705384E7245881182B09D939442AC929AEBD1506E646E973F9E9B,,,
Stadtwerke Flensburg GmbH,Jägerweg,0,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76003,9.38502,2023-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.758415,9.408241,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.758451,9.408209,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.758496,9.408171,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.758539,9.408146,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.758576,9.408117,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.758651,9.408078,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.758692,9.408055,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.758738,9.408042,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.75878,9.408018,2022-11-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759555,9.409201,2023-06-30,150,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",150,,DC Kupplung Combo,150,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759521,9.409272,2023-06-30,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759667,9.409355,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759683,9.409378,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759638,9.409414,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759653,9.409432,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759594,9.409506,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759606,9.40952,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759347,9.409637,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759317,9.409695,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759288,9.409757,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.75926,9.409817,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759231,9.409871,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
CutPower Ladestation,Husumer Straße,251,Parkplatz (groß),24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.759202,9.40993,2023-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Stadtwerke Kiel AG,Langenberger Weg,4,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77419,9.39525,2023-08-03,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Langenberger Weg,4,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77419,9.39525,2023-08-03,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Langenberger Weg,4,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77419,9.39525,2023-08-03,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Langenberger Weg,4,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77419,9.39525,2023-08-03,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
JACOB CEMENT BAUSTOFFE,Westerallee,157,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.776881,9.395011,2023-09-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
GP JOULE Connect GmbH,Mürwicker Straße,43,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.796729,9.449996,2019-09-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AP2X7RXDWJRLTPZ3N6ZTL7M3FKDS46O5HDAWQJWV,AC Steckdose Typ 2,22,ALWQ3JMJE747K43C2DK4LFTYHGJYI6TD2OGXPAZ3,,,,,,
GP JOULE Connect GmbH,Auf dem Campus,1,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.777,9.456,2020-08-27,3.7,Normalladeeinrichtung,1,AC Steckdose Typ 2,3.7,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 048B B04D 8DCD 61C9 CA59 5C6E 5478 9F8B 6F25 E5A5 DEB7 08AB E388 6F67 5BB9 2331 2B08 0065 9D55 38CD E898 CC38 52E6 9644 131B 5653 4FA6 4C85 A5F0 9C34 FE55 0973 44,,,,,,,,,
GP JOULE Connect GmbH,Am Knick,20,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.776003,9.475223,2021-09-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
GP JOULE Connect GmbH,Am Knick,0,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.775946,9.47508,2021-10-03,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
GP JOULE Connect GmbH,Brixstraße,2,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.790346,9.442025,2023-03-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
GP JOULE Connect GmbH,Thomas-Fincke-Straße,19,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.776641,9.451879,2023-03-28,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
GP JOULE Connect GmbH,Thomas-Fincke-Straße,7,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.776697,9.449538,2022-12-22,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Stadtwerke Flensburg GmbH,Brixstraße,0,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.790357,9.442097,2023-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Flensburg GmbH,Thomas-Fincke-Straße,19,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77665,9.45171,2023-07-01,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Stadtwerke Flensburg GmbH,Thomas-Fincke-Straße,19,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77665,9.45171,2023-07-01,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Stadtwerke Flensburg GmbH,Thomas-Fincke-Straße,19,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77665,9.45171,2023-07-01,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Stadtwerke Flensburg GmbH,Thomas-Fincke-Straße,19,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77665,9.45171,2023-07-01,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
CutPower Ladestation,Nordstr.,300,Parkplatz,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.801526,9.486125,2023-07-12,180,Schnellladeeinrichtung,2,DC Kupplung Combo,180,,DC Kupplung Combo,180,,,,,,,
CutPower Ladestation,Nordstr.,300,Parkplatz,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.801474,9.486053,2023-07-12,180,Schnellladeeinrichtung,2,DC Kupplung Combo,180,,DC Kupplung Combo,180,,,,,,,
Stadtwerke Flensburg GmbH,Am Marrensdamm,0,,24944,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.815449,9.472474,2021-03-24,38,Normalladeeinrichtung,2,AC Steckdose Typ 2,19,,AC Steckdose Typ 2,19,,,,,,,
Stadtwerke Flensburg GmbH,Am Fördeufer,1,,24944,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.807435,9.453239,2022-12-21,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Atlantic Hotel Kiel,Raiffeisenstrasse,2,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.316394,10.133827,2022-08-11,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Atlantic Hotel Kiel,Raiffeisenstrasse,2,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.316394,10.133827,2022-08-11,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Atlantic Hotel Kiel,Raiffeisenstrasse,2,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.316394,10.133827,2022-08-11,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Atlantic Hotel Kiel,Raiffeisenstrasse,2,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.316394,10.133827,2022-08-11,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Atlantic Hotel Kiel,Raiffeisenstrasse,2,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.316394,10.133827,2022-08-11,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3177,10.134068,2019-10-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3177,10.134068,2019-10-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3177,10.134068,2019-10-01,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Q-Park Recharge Germany GmbH,Flämische Str.,15,Parkhaus,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.323236,10.141833,2023-06-30,11,Normalladeeinrichtung,1,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,,,,,,,,,
Q-Park Recharge Germany GmbH,Flämische Str.,15,Parkhaus,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.323236,10.141833,2023-06-30,11,Normalladeeinrichtung,1,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,,,,,,,,,
Q-Park Recharge Germany GmbH,Flämische Str.,15,Parkhaus,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.323236,10.141833,2023-06-30,11,Normalladeeinrichtung,1,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,,,,,,,,,
Q-Park Recharge Germany GmbH,Flämische Str.,15,Parkhaus,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.323236,10.141833,2023-06-30,11,Normalladeeinrichtung,1,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,,,,,,,,,
Q-Park Recharge Germany GmbH,Flämische Str.,15,Parkhaus,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.323236,10.141833,2023-06-30,11,Normalladeeinrichtung,1,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,,,,,,,,,
Q-Park Recharge Germany GmbH,Flämische Str.,15,Parkhaus,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.323236,10.141833,2023-06-30,11,Normalladeeinrichtung,1,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,,,,,,,,,
APCOA PARKING Deutschland GmbH,Herzog-Friedrich-Str.,30,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.31803,10.13153,2016-12-01,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Stadtwerke Kiel AG,Mittelstraße,5,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.329539,10.131165,2016-12-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,57e6 30c4 f0e4 6074 529b 1b20 e858 62d3 3fe8 8de5 ebbb e9e3 6c68 22fd b140 b081 1320 084e a36b a772 43b3 fba6 aa65 281e,"AC Steckdose Typ 2, AC Schuko",22,5737 cfa6 c789 5c64 35c7 7e2c 6452 b5c4 5fea fd83 b880 3e66 b8ca c555 c7df d347 b724 dfdc 7023 24fc d3d8 7bac 4f3b 1418,,,,,,
Stadtwerke Kiel AG,Waisenhofstr.,5,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321711,10.132334,2016-12-02,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,3774 fb83 52e3 5866 f781 2e56 eeb9 13e6 ea9e d1a6 869f 4deb eaf1 6d6a 8473 15ed e9b5 0d22 a2e1 e573 c6ae 43a6 3bbe 867a,"AC Steckdose Typ 2, AC Schuko",11,8b93 ead1 23ef 7097 f38c dae9 87fe 1002 a9ca 3fb9 7f5e 4217 44b6 14f7 3f11 c241 667e d1d1 a103 f290 9d57 452b 0028 2e15,,,,,,
Stadtwerke Kiel AG,Schülperbaum,4,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.319767,10.12846,2019-12-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Schlossgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-06-10,88,Normalladeeinrichtung,4,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,
Stadtwerke Kiel AG,Herzog-Friedrich-Str.,32,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.317752,10.130719,2020-06-29,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
Stadtwerke Kiel AG,Schloßgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-07-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Stadtwerke Kiel AG,Schloßgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-07-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Stadtwerke Kiel AG,Schloßgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-07-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Stadtwerke Kiel AG,Schloßgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-07-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Stadtwerke Kiel AG,Exerzierplatz,3,Parkhaus Wunderinoarena,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321021,10.12947,2021-10-21,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,df4e 7ddf 4d77 d3ad 3bd8 0f3a e3c0 84dc 3d36 d35d 3ad3 cd80 f3ae 3c08 4dc3 d37d 35d3 bd37 e36d 34d3 879e d79e 5fdf 7edc d7a7 db77 4ef6 edbf 5cd3 4f5b 7b6d 9def 5e3c e376 bdd9 ed78 77bd dbd7 b71e 75ae fa71 ff1c f746 bdf5 c7f7 d75f 1fd3 8e5a edae bd6b 8f76 f5ed 5add be9e e79d 9b7b 977c 7f57 767f 66fd e7a7 77f5 f6b9 dbcf 36e5 ee36 7b9d f5e3,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Exerzierplatz,3,Parkhaus Wunderinoarena,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321021,10.12947,2021-10-21,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,df4e 7ddf 4d77 d3ad 3bd8 0f3a e3c0 84dc 3d36 d35d 3ad3 cd80 f3ae 3c08 4dc3 d37d 35d3 bd37 e36d 34d3 8ddc dbd6 b9f3 c775 d34e 5bd5 d778 d78f 7bf5 a774 e3ad b9d1 cd9e 69bf 75e7 bd36 d767 7bdd def8 ebc7 376b 6f3c ebaf 357f adbb 75de f675 bf1a ef5e 3be9 f6df 69ee fcd5 d6b8 ddd7 b4eb 4df4 f3c7 35db 879f ebbd dadf ce76 f74e 78dd ff5f d7b7 9b6f,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Exerzierplatz,3,Parkhaus Wunderinoarena,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321021,10.12947,2021-10-21,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Exerzierplatz,3,Parkhaus Wunderinoarena,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321021,10.12947,2021-10-21,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kiel AG,Wall,36,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321383,10.140331,2022-12-12,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,4db6ca0b19c870f807e2faf7485ddd54ada4a6cc1c514632fff9e8e2122d9abf9ab06d20aae8b7389f27c9a4278ea352,AC Steckdose Typ 2,22,d32a961480c94fee6b1d893521fd8654e7c530023e8966fef4af4ebb02205cd6fcca41018d8449bf15299e4f416fd7d5,,,,,,
