Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
Körber Technologies GmbH,Grabauer Str.,49,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.50684,10.49649,2023-10-18,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,
E.ON Drive GmbH,Hans-Koch-Ring,8,,21493,Schwarzbeck,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.51255,10.497984,2017-10-05,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
E.ON Drive GmbH,Compestraße bei,10,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.504079,10.478891,2018-03-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Möllner Straße,42,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.510095,10.487616,2018-03-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Müllerweg,2,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.509842,10.4827,2018-11-27,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Hans-Koch Ring,8,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.512544,10.478891,2018-09-17,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
E.ON Drive GmbH,Ritter-Wulf-Platz,1,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.502922,10.478678,2021-12-22,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
HanseWerk Charging Station,Möllner Straße,42,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.510262,10.487847,2022-03-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
HanseWerk Charging Station,Im Dreiangel,24,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.515506,10.494279,2023-07-20,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
HanseWerk Charging Station,Im Dreiangel,24,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.515506,10.494279,2023-07-20,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Lidl,Kerntangente,2,LDE_6078_100001503,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.50443,10.487973,2019-09-04,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, DC Kupplung Combo",22,F30D824CA6587E0A07AB33CB30E4CE08D8A3AF768286293951ED66D8C81EDBE8D3820891A75AB7A58D714BAAFB4F46AB,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,15836586B87C3F1591BEAC99A876792192AA11604DFFA6934FCEDF106129B75990B38D64D78E6D25597FD54297095E96,,,,,,
Vereinigte Stadtwerke GmbH,Lauenburger Straße,21,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.501704,10.482877,2019-11-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Herbert Wulf GmbH & Co. KG,Bundesstraße,71,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.408193,10.446322,2022-12-23,22,Normalladeeinrichtung,2,DC Kupplung Combo,1,,AC Steckdose Typ 2,11,,,,,,,
Stadtwerke Geesthacht GmbH,Norderstr.,0,Parkplatz (HaSpa),21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.434083,10.372365,2020-05-04,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Geesthacht GmbH,Elbuferstr.,0,Tesperhude/ Strand,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.402268,10.426554,2016-12-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Geesthacht GmbH,Dösselbuschberg,0,Parkplatz Schule,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.4427082665906,10.3826317762732,2021-06-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Geesthacht GmbH,Am Schleusenkanal,0,Freizeitbad,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.427833659242,10.3723750090519,2021-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Geesthacht GmbH,Norderstr.,0,Parkplatz (HaSpa),21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.43432246589,10.3721054459604,2022-01-07,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Geesthacht GmbH,Steinstraße,61,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.4319960367919,10.3599521504874,2024-02-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Geesthacht GmbH,Neuer Krug,0,Post,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.4378283255977,10.3663842811547,2024-02-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Geesthacht GmbH,Bandrieter Weg,0,Am Rathaus,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.4302733611253,10.3765225410461,2024-03-06,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
