betreiber_id,betreiber
626,HUMMEL Systemhaus GmbH & Co. KG
377,Autohaus Reiner Fütz GmbH & Co. KG
2510,RS Solar
4745,Hotel Pfalzblick KG
1300,Wegerich GmbH
1723,R&S Hotelbetriebsgesellschaft mbH
668,Sunline Solartechnik
4059,Ludger Elberfeld GmbH
4696,Volksbank im Bergischen Land eG
3097,F.P.M Schönheide UG
1036,NWG Charging
418,BürgerEnergieGenossenschaft Sottrum eG
1393,Gemeindliche Werke Hengersberg
59,Autohaus Erlenhoff GmbH vorm. G.Löw
3093,Autohaus Bernhard Matticzk GmbH
3175,Main-Kinzig-Kreis Eigenbetrieb Abfallwirtschaft
1847,BPW Bergische Achsen KG
78,Stadt Bad Karlshafen
2430,Seltek Service
3378,A. Gotzen GmbH & CO KG
2382,UWEWIEMANN GMBH / AC-OEFFENTLICH
751,Wickern Elektrotechnik GmbH
4159,Kurstjens Consulting
1367,Autohaus Lamminger oHG
102,MTV Förster GmbH & Co. KG
4388,chargeIQ GmbH
1112,netz.work charge
1084,Autoservice-Center Herne e.K.
4094,Autohaus Söffker GmbH
291,Autohaus Korte GmbH&Co.KG
970,Autohaus Ludwig Brodmann Inh. Bernd Brodmann
3677,Autohaus Spille GmbH & Co. KG
1312,EGIS eG
2730,Jens Geiger Carservices
1057,Schneemann GmbH
3763,Autohaus Ohnheiser GmbH & Co. KG
3667,Gemeinde Agathenburg
414,Autohaus Schulze GmbH
3489,Autohaus Ansbach W. Oberseider GmbH & Co. KG
3479,Autohaus Weiss e.K.
432,Flecken Horneburg
3666,Gemeinde Nottensdorf
3665,Gemeinde Bliedersdorf
3991,Auto Velte Service GmbH&Co.KG
765,Autohaus Landermann
915,Autohaus Finkbeiner GmbH&Co.KG
821,Sparkasse Kierspe-Meinerzhagen AdöR
2374,Ernst Piepenstock GmbH & Co Kg
2083,Eskildsen GmbH & CO KG
870,Bürger Energie St. Peter eG
1111,Autohaus von Keitz GmbH & Co KG
1876,Th. Bollrath Nachf. Horst Bollrath e.K.
3669,Gemeinde Grünendeich
439,Gemeinde Hollern-Twielenfleth
3780,Auto Färber GmbH
1447,Autohaus Färber GmbH
1821,Autohaus Weider und Sohn GmbH
476,Kreissparkasse Waiblingen
4372,Wassmer Spezialmaschinen GmbH
4384,Autohaus Brandt und Sohn GmbH
3070,Autowelt Peter GmbH
2541,Ludwig elektro- und netzwerktechnik GmbH & Co KG
781,Hochsauerlandenergie
321,Autohaus Lührs GmbH
3058,harvestlease GmbH
2458,E-Charge Geierlay (Freiberufler Färber Ing.-Büro)
284,Schmees Energietechnik GmbH
3778,Autohaus Braun GmbH
1347,Metallbau Söder GmbH & Co. KG
871,Vollmer GmbH & Co.KG
3304,Marquardt & Lenthe GmbH u. Co.KG
665,Autohaus Tauwald GmbH
4369,Autohaus Krüger GmbH
584,Albstadtwerke GmbH
3075,Auto-Schwettling-GmbH
842,Innovative Haustechnik
3464,Energie- und Wasserversorgung Bitz GmbH
3703,Sinnack Backspezialitäten GmbH & Co. KG
1873,RuhrCharge - Elektro Wilmes
2275,Autohaus Philipp GmbH & Co. KG
1485,AutoForum Münchberg GmbH
1818,W.Tiemann GmbH & Co.KG
4412,MASEG GmbH
3135,Autohaus Meinhold GmbH
1769,Jugendhof Brandenburg e.V.
4532,Heinz Tietjen Autohaus GmbH & Co KG
4692,Autohaus Paaßen GmbH
1199,Färber Ingenieurbüro
3308,Autohaus Harald Borowski
4399,Autohaus Schleeh Gerhard Schleeh
242,Volkswagen Immobilien GmbH
4599,Autohaus Trompeter GmbH
3764,Auto König GmbH & Co. KG
4131,Paul & Dahn GmbH
3868,Autohaus Horst Saur GmbH
3982,Autohaus am Steinheimer Tor
3882,Autohaus Gerhard Lichtinger GmbH & Co. KG
2757,Autohaus Wohn GmbH
1384,JET Tankstellen Deutschland GmbH
3739,PEGO - Pegnitzenergie GmbH
1879,T5 GmbH & Co.KG
4292,Raiffeisenbank Schrozberg-Rot am See eG
2317,Autohaus Liemert e.K.
2316,Autohaus Muldental GmbH Grimma
1108,Tiemeyer Remscheid GmbH & Co. KG
124,GreenCharge GmbH
3806,Hans Haberbosch GmbH
1363,Friedrich Hartmann GmbH
634,Software AG Stiftung ./. co Völk Hausverwaltung GmbH
1266,Vonovia Mess Service GmbH
3916,Berliner Energieagentur GmbH
470,Anton Schmidinger oHG
1862,Fleischerei Timmer
2554,SWR Energie GmbH & Co. KG
2287,Autohaus Baumgärtel GmbH
2585,Autohaus Baumann GmbH
3305,Samtgemeinde Schwarmstedt
1160,Follmann Baustoffe GmbH
3915,Andreas Witt GmbH
399,Energiewerkstatt® GmbH & Co. KG
1766,Havelbus Verkehrsgesellschaft mbH
1460,Autohaus Leitzmann
3180,Süwag Grüne Energien und Wasser AG & Co. KG
2009,Tiemeyer Immobilien GmbH
2955,Hoppe Zahntechnologie
3529,Autohaus Steegmüller GmbH
876,Autohaus Wittmer GmbH
1184,Stadtwerke Bingen
4594,Fotovoltaik Schmidt-Hoffmeier
2282,VAAL Autohaus Lauermann GmbH
2907,ESB GmbH
2457,Tardis GmbH & Co. KG
1706,Dr. Bernhard Göttler
4088,Autohaus Herschel GmbH
850,Jürgen Sedic Videoproduktion Soft- und Hardwarehandel (Einzelunternehmen)
2853,TLS Anilox GmbH
807,GNIZIA EMOB
2838,HOLMA Beteiligungs-OHG
3874,Hofladen Ameres
186,Auto-Kuhn oHG
3036,Klinik Manhagen
908,Arteco
2288,Stadtwerke Schwarzenberg GmbH
4294,Autowelt Schuler Villingen GmbH
4070,Autohaus Knieper GmbH
188,Autohaus Kröger & Partner GmbH
4614,CE Bau-Service GmbH
588,Martin Gringel Ingenieurbüro
3431,Autohaus Toepner GmbH & Co.KG
3442,Auto Hofmann GmbH
1675,Hausmeisterservice Andreas Santl
4466,Zahnärzte am Jutequartier
4587,Wilden Consulting
3892,Autohaus Mayer GmbH & Co. Vertriebs KG
49,Autowerk RM GmbH
145,Kreisausschuss des Schwalm-Eder-Kreises
2961,Walter elektro u. Anlagentechnik GmbH
2279,Autohaus Hörig GmbH
3696,ImmoKa
2133,Autohaus K.-H. Klauza GmbH & Co.KG
4263,Seitz GmbH
764,Hettich-Heinze GmbH & Co. KG
4679,LANXESS Deutschland GmbH
299,Volkswagen AG - Forschung und Entwicklung
3525,Autohaus Maurer GmbH
2551,Auto Leitz GmbH
2672,Autohaus Schmid Inh. Marko Fahner e.K.
4413,Bauer Systeme GmbH
2380,GC Hösel e.V.
989,Schulstiftung der Evangelischen Landeskirche in Württemberg Evangelische Seminarstiftung
2363,Stadtwerke Sankt Augustin GmbH
3029,Gemeinde Schafflund über Amt Schafflund Gebietskörperschaft
4002,Autohaus Feldmann GmbH & Co.KG
2143,Kedics
605,Pflanzen-Kölle Gartencenter GmbH & Co. KG
3575,AutoSchmid GmbH
4069,Sparkasse Emsland AdöR
1195,Thomas Breuer Grundstücksverwaltung Weißer Berg
2334,Hotel Freyhof
133,Ladesonne
4562,epiNET AG
77,fiegeperformance HOG
1142,Seltek Service Energielösungen
3486,HoGaKa Profi GmbH
2921,Josephs-Hospital Warendorf
3614,Ladestation Delta Areal
4717,Ladestation am Ärztehaus Altenkirchen
1514,Gemeinde Buch a.Erlbach
4684,Tölke&Fischer
2340,Freitaler Stadtwerke GmbH
1283,Klinikum Passau / Eigenbetrieb der Stadt Passau
3939,Autohaus Raschick GmbH
948,Auto-Binder e.K.
1563,Elektro Fuhr GmbH
4212,Autohaus Laboe GmbH
4199,Autohaus Ahrensbök GmbH
3122,Autohaus Schwenzer GmbH
3793,Autohaus Max Schultz GmbH & Co. KG
3524,Hotel Restaurant Kaiser
3360,bioladen*Weiling
2135,Gärten von Meyer GmbH & Co. KG
2986,Autohaus Eichner e.K.
461,Jöchle Mobility GmbH
3106,Autohaus Fleischer GmbH
1983,Ladestart
559,OHO Rooms GmbH
2040,Autohaus Silberborth
503,Sparkasse Rhein Neckar Nord AdöR
3606,Autohaus Konrad Martin GmbH & Co KG
3268,Autohaus Manikowski Otterndorf GmbH & Co.KG
2806,Seepark Wolfswinkel GmbH
4147,Gröpper IT-Systemtechnik GmbH
860,Weinstube Birnauer Oberhof GmbH
4246,Autohaus Lesser GmbH
775,AEF - Alternatives Energie Forum GmbH & Co. KG
4458,menzerna polishing compounds GmbH & Co. KG
3150,Eickhoff GbR
2341,Autohaus Rettberg GmbH
4040,Gemeinde Ostseebad Binz EB Kurverwaltung
2852,Autohaus Niggemeier GmbH & Co. KG
3805,Mühlenhofbäckerei Dinkel
2042,Autohaus Böttche GmbH
175,Gebr. Ahnefeld GmbH & Co. KG
1175,Gebr. Fischbach GmbH & Co KG
1070,Wissing Elektrotechnik GmbH
2789,Siegfried Erkner & Sohn GmbH
4497,PS Zentrum GmbH & Co KG
812,Autohaus Stricker GmbH u. Co. KG
1388,Auto Stock GmbH & Co.KG
2817,Autohaus Ruprecht GmbH
3633,S&G Automobil AG
726,Große Entrup Photovoltaik GbR
4346,Ferienwohnungen Schönblick GmbH
2537,Loehmer GmbH & Co. KG
3293,Hotel Am Papenberg Betriebsgesellschaft mbH
4118,Riebold-Rösner-Raith GmbH Auto Dörge
1375,Benischke GmbH & Co. KG
1340,Stadtwerke Gersthofen
2534,Autohaus Bunz e.K.
1337,Steinbacher-Consult Ingenieurgesellschaft mbH & Co. KG
1292,BaderMainzl GmbH & Co. KG
990,Juice Ultra
22,Stadtwerke Hünfeld GmbH
2966,Autohaus Gremer-Koenigsmann GmbH
1691,Autohaus Rausch
2603,Indigo8 GmbH
3155,Stadt Baunatal
3301,Autohaus Meyer GmbH
1432,Energie-Beratung u -Simulation Adrian Kube
2797,Autohaus Schmidt GmbH
4729,Automobilwelt Eifel - Mosel GmbH
2132,Premium Mobile Kuntz GmbH
3187,Magistrat der Stadt Neustadt (Hessen)
2776,Die Wagenmeister GmbH
3004,B+W Fahrzeugtechnik GmbH&Co.KG
3932,Barz Automobile GmbH
4560,Schröder Team Bielefeld GmbH & Co. KG
4019,Awus mobile GmbH & Ko. KG
1781,Sprint Tank GmbH
3222,Autohaus Grützner GmbH
1783,Ladestation-Autohaus
4770,Auto Müller & Sohn OHG
3011,Haus Tide - Einzelunternehmen
4653,Autohaus Lassotta GmbH
4257,Hahnel Automobile GmbH
2867,Hans Westkamp GmbH & Co KG
814,Hermann Hache GmbH & Co.KG
4233,PM 10. Projektgesellschaft mbH & Co.KG
2387,LGZHILLE EMOB
4221,Olpenitz Gastro GmbH
3327,Franz Wulbusch GmbH & Co. KG
3392,AH Beermann & Temme GmbH & Co. KG
3684,Autotreff Jäkel GmbH & Co KG
1230,Autohaus Bojahr GmbH
3484,Appartment House SI Betriebs GmbH
2884,Auto Center André Mühlenbruch GmbH
3924,M + R Filtermedien GmbH
1426,Pension RoBi GmbH
2928,Autohaus Groh GmbH & Co. KG
2573,P.I.S. GmbH
4077,Auto-Forum Baßgeige GmbH
1109,Autohaus FESTL
3523,FTG mbH
4529,Autohaus Eberstein GmbH
2860,Borgmann GmbH
4099,Campingplatz Stover Strand International Kloodt oHG
2085,HBW Verwaltungs GmbH
88,Fa. KPP
4481,Cranachhaus GmbH & Co. KG
215,N. & B. Alfter GbR
2677,SEMA GmbH
4469,Reifen Farwick Inh. Hendrik Plate e.K.
1900,Ingenieurbüro Dr. Janssen
4417,Graf Hardenberg GMBH
4167,ASA Autohaus GmbH & Co. KG
4453,Ludwig Kurz Autohaus GmbH
2746,MTK Golfanlagen GmbH & Co. KG
4758,Prof. Dr. Dr. hc. mul.t A. W. Scheer c/o THS GmbH
3655,Auto Klein GmbH & Co. KG
712,SVS-Versorgungsbetriebe GmbH
316,Autohaus Rindt & Gaida Hameln GmbH
521,Autohaus Grossmann GmbH & Co. KG
972,Autohaus Stoll GmbH
2723,Maschek GmbH & Co. KG
3917,Autohaus Thomas Kapinsky GmbH & Co. KG
1038,Petschallies Volksdorf GmbH
4656,BAB Tank- und Rastanlage Auerswalde Süd GmbH & Co. KG
2624,MTW Michel CNC Zerspanung
4139,Gemeinde Finnentrop
4641,Autohaus Stülpner und Kaden OHG
1737,FTB Freie Tankstellenbetriebe GmbH & Co. KG
3012,Stadt Garding
3620,Wertheim Verwaltung GmbH
2497,Autohaus Früchtl GmbH
3322,Autohaus Bartels GmbH
2839,Kreisverwaltung Oberbergischer Kreis
2103,Gemeinde Oldenswort
3640,WeberHaus Rheinau-Linx - Mitarbeiterparkplatz
207,Autohaus Neu GmbH
1039,Petschallies Poppenbüttel GmbH
1413,Bauer Energietechnik e.K.
4690,Heinrich Hollenhorst GmbH & Co. KG
4227,ASG Automobilservice GROTEWOHLT GmbH
3126,Willibald Müller GmbH
2802,Autohaus Vetschau
541,ws IT Service GmbH
4029,Hotel Balmer See GmbH
2846,Olper Automobil-Club e.V.
1329,GA IT-Solutions
1813,Stiftung Genshagen
1979,Kreis Mettmann
292,ERGO Kai Grommel
3296,MH Hotelbetriebsgesellschaft mbH
2698,Wintermayr Elektrotechnik GmbH
2270,Ev. Christophoruswerk e.V.
2101,Siel59 Hotel & Restaurant Carsten Hansen KG
3895,Golfanlage Gut Westerhart GmbH&Co.KG
3656,Porsche Zentrum Kassel Glinicke Sportwagen GmbH
797,Autohaus Evers & Seitz GmbH
2956,Autohaus Steinböhmer
1427,Auto-Kofler GmbH
1025,CLICKCONCEPTS GMBH
3351,Autohaus Mohme & Piepho KG
2069,Autohaus Grünhage
1105,EWR GmbH
4210,Autohaus in Schönberg GmbH
912,Otto Wagner GmbH & CO. KG
4502,Fritz Schnieder GmbH & Co.KG
4611,Eckhard Bendix GmbH
1662,Autohaus Götz Ladesäule
3588,Autohaus Kohler
573,Privatbrauerei Waldhaus Joh. Schmid GmbH
374,Q1 Autostrom
349,EVE Energieversorgung Elbtalaue GmbH
3096,Auto-Leonhardt GmbH
3894,Autohaus Sepp Huber
3001,Autohaus Faust GmbH
1630,Autohaus Hölzer GmbH
4711,Autohaus Mönch GmbH
3926,Autohaus Tost GmbH
4601,Autohaus Jehrke GmbH
1736,Klaus Piontek GmbH
4032,Sparkasse Vorpommern
2997,Autohaus Nawrath OHG
423,Arthur Brehmer KG
183,SCAPO GmbH
2932,Autohaus Schlotter GmbH
1417,Sparkasse Ingolstadt Eichstätt
1364,Pech & Riedelbauch GmbH
780,Rolf Lienenbecker GmbH & Co. KG
4444,Aliseo GmbH
3515,Solarcollect
1215,Autohaus Caspers
393,ESO-Energie
1898,Gottfried Schultz Automobilhandels SE
4593,Wessels Kfz-Sachverständige
243,Brose Sitech GmbH
506,Golf Club St. Leon-Rot Betriebsgesellschaft mbH & Co. KG
4003,Autohaus Kratz
1519,Weber + Seitz GmbH
2678,Seitz+Mayr GmbH +Co.KG
582,Stadtwerke Hechingen
1079,Nutzfahrzeuge Franken
4769,Auto Zentrum Dresden GmbH & Co. KG
2687,Kommunalunternehmen AdöR
1372,Klosterhof Alpine Hideaway & SPA
3762,Josef Steinberger GmbH
3314,AZA Pollmann & Reuter OHG
229,Volkswagen AG Werk Emden
1857,Glockenbach Gebäudedienste GmbH
2394,Automobile Basdorf GmbH
3872,EWG-Vagen
1302,Elektrotechnik Späth
213,Gemeinde Sundhagen über Amt Miltzow
4404,Autohaus Marnet GmbH & Co KG
2903,Frischemarkt Steiner GmbH
4024,YARA Rostok GmbH & CoKG
2970,Weiss+Appetito Services GmbH
3264,Wernsing Feinkost GmbH
4433,HAHN+KOLB Werkzeuge GmbH
3102,Janet Kischkewitz Einzelunternehmen
2289,Andrè Lackner Einzelunternehmen
1753,INDEPENDENT LIVING Stiftung
276,Avacon AG
3123,Fotobox Leipzig
3827,TOPTRONICS
4298,Markus Zimmermann - Einzelunternehmen
2805,Hotel Esplanade Bad Saarow GmbH
2576,EDEKA
425,Rostek Service GmbH & Co.KG
3728,Glass Asset Management GmbH
3379,Bauzentrale Schumacher GmbH
1069,Schmeing Stahlbau GmbH
4101,Autohaus Czychy GmbH & Co. KG
2992,Kaisermobile GmbH
1897,KEYNES Planungsgesellschaft mbH
3550,Quantum-Energie
4345,Seitz Autohandels- GmbH+Co.KG
2844,Landhotel Repetal
3189,Stadt Amöneburg
2949,Adrian Glöckner Automobile GmbH
4518,ra.wirkus
4734,KlimaFirst GbR
2063,Am Südharz GmbH
3923,Forstbetrieb Haller
4335,Autohaus Hofmann & Hofmann GmbH
3736,Klüber Energie GmbH
4087,Plumbohm gasthaus & catering
769,Biogas Sunderhof GmbH & Co.KG
3427,Miller GmbH
848,eMobility Service
969,Brüder Ley GmbH
2099,ecodots GmbH
3204,Dressurpferde Rassmann GmbH
2617,Kinderwelt Bambini II GmbH
3664,Autohaus Goss GmbH
2358,Autohaus Huster
1649,Auto- Langhans GmbH
2875,Katholische Kirchengemeinde St.Stephanus Elsen
2683,Gemeinde Blaichach
4163,Mastex GmbH
1562,Autohaus Prüller e.K.
1497,Autohaus Pohr
4586,Juwelier Optik & Akustik Kaulard Imgenbroich
3505,Zeus Zentrale Energie- und Service GmbH
3622,Premium Car Center GmbH & Co. KG
1799,Autohaus Füllgraf & Partner Kyritz GmbH
2995,Autohaus Schmidt & Söhne GmbH
1568,Stiftung DONAUMOOS Freilichtmuseum und Umweltbildungsstätte
3139,Autohaus Korth GmbH
82,Autocenter Burgenland GmbH
3635,Hotel Restaurant Renchtalblick
3346,Sparkasse Scheeßel AdöR
274,Autohaus Egon Schumacher GmbH & Co. KG
993,Szabo GmbH
4480,Autohaus Mitteldorf KG
1856,Ottenshof
2002,Flughafen Düsseldorf GmbH
4164,Hoffmann Gewerbepark Rheinbach
4072,Autohaus Wendt GmbH
4296,Autohaus Knöpfle
1146,RheinhessenSolar
3563,Class Luft- und Klima-Service GmbH
3166,Autohaus Metz GmbH
2433,Wallbox mit Solarstrom (solaroptimiert)
4229,Höhne GmbH
2367,Völkel GmbH
4181,Quedac Autohaus GmbH
4489,EHS Eifelhaus Service GmbH
1236,W. Wirtz GmbH
268,Autohaus Bernhard Essing GmbH
3636,Autohaus Doll GmbH
580,Sparkasse Zollernalb AdöR
1659,Parkplatz Ortsmitte
3124,Projektil Media Solutions
4703,Q$ Gonsenheim RE I GmbH & Co KG
658,Porsche Sales & Marketplace GmbH (Deutschland)
1467,Gemeindewerke Garmisch-Partenkirchen KU
3758,Rapp Grundstücksverwaltung GmbH & Co. KG
3705,Classik Hotel Collection GmbH
4105,ALD AutoLeasing D GmbH
863,Bernhard und Annegret Litz GbR
2378,Liebevoll! in der Auermühle GmbH
3369,Autohaus Klaus Schmitt e.K.
2768,M3 Berlin GbR
3072,Liebram
4514,Gasthaus Zum Hirsch
3090,Autohaus Franke GmbH & Co. KG Pulsnitz
2794,Auto-Profi Oberhavel GmbH
1029,MAHLE chargeBIG GmbH
4378,Stephan Bode Hotelbetriebs- und Verwaltungs-GmbH
2811,Autohaus Franke GmbH & Co. KG Radeberg
1452,Denny Herbke Einzelunternehmen
170,SF Solar GbR
1307,AVP Autoland GmbH & Co. KG
442,Stadt Bad Bevensen
2203,Z+W Auto-Service GmbH & Co. KG
4253,Fahrzeugtechnik und Metallbau Kellner GmbH
2602,Gemeinde Kottgeisering
2255,proService Gmbh
1583,Hirsch Finningen Hotel u Restaurant
2898,Guido Schaefer GmbH
4288,Energieberatung B.-W.
3536,Bodensee-Hotel Kreuz GmbH
1833,CutPower
259,Familotel Landhaus Averbeck GbR
146,Magistrat der Stadt Homberg (Efze)
3415,Energiegenossenschaft Kranenburg e.G.
2984,Autohaus am Regenstein NL der AH Wernigerode GmbH
3226,KUHNLE-TOURS GmbH
2691,Maier & Korduletsch Tankstellen GmbH
3388,Golfclub Teutoburger Wald
4224,Gemeinde Handewitt
3207,EnergieGesellschaft Frankenberg mbH
295,Autohaus Lampa GmbH
2372,Sparkasse Aachen AdöR
1027,Auto Bierschneider Aalen GmbH
1052,VfL Goldstein 1953 e.V.
1776,Jörg O. Richter e.K.
2655,IBH GmbH
3344,Rotenburg Werke der Inneren Mission gGmbH
1369,Stadt Freilassing
1734,Automobile Libera GmbH
4584,ConAC GmbH
4204,GC Hamburg Wendlohe
608,Autohaus Finger GmbH
4642,Hotel Waldesruh in Lengefeld
3773,Auto Hofstätter e.k.
2112,Gemeindeqwerke Malente AöR
252,H.Oeltjenbruns GmbH
920,Hänssler GmbH
1000,AWN - Abfallwirtschaftsgesellschaft des Neckar-Odenwald-Kreises mbH
4354,Autohaus Werndl GmbH & Co
1930,Autohaus Siemon GmbH
1423,Hans Maier Neufinsing GmbH
2790,Auto Center Frankfurt Oder GmbH
607,Städtisches Klinikum Karlsruhe gGmbH
2118,Holiday Vital Resort
903,Volkswagen Deutschland GmbH & Co. KG
3644,Restaurant & Hotel Wilder Mann (Einzelunternehmen)
1279,Audi charging hub
931,AUTO MEISTER
735,Tim Gleiß Einzelfirma
3034,Auto-Profi Kellinghusen R.Wendt GmbH&Co KG
4553,BBAG Rhedebruegge
3054,Elektro-Ballin
800,Windenergie Lindchen GmbH & Co. KG
3834,Ehrle Consulting GmbH
3585,Stadt Bad Rappenau
1885,BEW Bergische Energie und Wasser GmbH
254,Inselparker
1726,TotalEnergies Charging Solutions Deutschland GmbH
975,Einrichten Schweigert KG
3979,Hotel B4
892,Autohaus Buchter GmbH
3604,fitwellPARK
1574,Raiffeisenbank im Oberpfälzer Jura eG
1877,Autohaus Wilhelm Schmitz GmbH & Co. KG
3373,Autohaus Simons GmbH & Co.KG
481,Burger Schloz Automobile GmbH & Co. KG
3511,DIT München GmbH
258,STERNPARTNER GmbH & Co. KG
119,Autohaus Nau GmbH
654,Auto-Scholz GmbH & Co. KG
2649,Gemeinde Feldkirchen
2264,SJG St. Paulus GmbH
1546,Gemeinde Kirchheim bei München
297,Feldhaus Energie GmbH & Co. KG
1682,Resort Achental GmbH
4338,Autohaus Albert Still GmbH
1505,Autohaus Haeberlen GmbH
1262,AIS Dresden GmbH
1578,Erwin Ruhl PV
473,Autohaus Staiger GmbH
701,Abasto Feldmoching GmbH
2216,Junkergarten Sonnenenergie
2218,VLH Beratungsstelle Kathrin Albrecht
700,Autoarena München GmbH
2214,BMW Autohaus Fritze
3178,Hotel an der Therme Bad Orb GmbH
2696,AMZ Ingolstadt GmbH
643,Augsburger Auto-Center Albert Sigg GmbH
1966,Ingendahl & Thyssen GbR (Energie)
1343,Georg Haas GmbH & Co KG Automobile
925,STRAUB WANGEN E-Ladepark
1391,Taxi Zillner
610,Auto Zschernitz GmbH
1398,Autohaus Sieber GmbH
1504,BRK Kreisverband Kronach KdöR
699,Automobilforum Kuttendreier GmbH
342,Anwaltskanzlei E. Korkmaz
1256,Auto Center Nord GmbH
635,Autohaus Kropf GmbH
3580,Taxi Stegmaier
1421,Flughafen München GmbH
1232,IB Theis & Frank
698,Wickenhäuser GmbH&Co KG
1827,Weser Energietechnik GmbH
24,e-MOTION.world GmbH
196,Kühlungsborner Zimmervermittlung
1945,Katharinenhof Hotelgesellschaft mbH & Co. KG
2366,Schultheis mobilityService
4414,Stadthotel Engel
4447,Elektro Service Huber
1763,se.services GmbH
2946,Horst Bohmann Entsorgung GmbH
394,Energie Handel Joerg Scharfe
389,REON Infrastruktur GmbH & Co. KG
2019,Automobilzentrum Leipzig GmbH
4595,HC INNOTECH
2470,Autohaus Dresden GmbH
3619,Reisinger
3255,e-wie-elektrisch
1735,MEDIAHOMES SOLAR
3997,Nephrologicum Heusenstamm-Seligenstadt MVZ GmbH
689,Automobilzentrum Memmingen GmbH
250,Autohaus Hoppe & Oppotsch GmbH
3586,novuplast GmbH
307,DIT Göttingen GmbH
645,Automobilforum Sigg & Still GmbH
4321,OSP Ollisa Solar Power GmbH
2210,PV Laden Gehren
314,Haubrich IT GmbH
659,Hommert Auto Zentrum GmbH
4434,Im Hof
4759,Kehl PV
3581,Autohaus Neff GmbH
575,Hof Strittberg 55
4124,Michael & Michael David Kampmeyer Energie GbR
4339,AVAG Holding SE
1732,KADEA Berlin GmbH
4162,NOLL WERKZEUG
152,Engelhardt PV Gewerbe
2246,bft Tankstelle Christian Hollmotz
1832,Union Investment Real Estate Digital GmbH
4450,Auszeit im Schwarzwald
2475,CYX mobile KG
2771,Automobilforum KADEA GmbH
678,Automobilforum Kaufbeuren GmbH
76,Stadtwerke Wolfhagen GmbH
960,von Quast Solar GbR
670,Auto Exner GmbH & Co KG
1331,Grundstücksgemeinschaft
4043,Elektro Barth GmbH & Co. KG
1712,Auto Exner GmbH&Co KG
1005,Elektro Birk
1902,Gerdes Aktiengesellschaft
2750,Autohaus Hornung GmbH & Co. KG
2985,Landgasthof Deinert
2658,Immovative GmbH
3562,DBF Solutions GmbH
3474,AMZ Mannheim GmbH
2018,ITEC Consulting
1422,Golfclub München Eichenried
3849,Lew
3074,Vogel Energie GbR
1909,jucom
958,ConCom Verwaltungs-GmbH
2760,Noack und Stumpf GbR
3359,Stevern PV GBR
2456,IMS-Engineers - Einzelunternehmen
2029,DIT Magdeburg GmbH
43,ps power
4475,Kawentsmann GBR
3438,Automobilforum Pfullingen-Reutlingen GmbH
988,LEV
4300,Green Golf Bad Saulgau GbR
2489,Sieber Automobile GmbH & Co KG
2664,Fabian Hänsch- Rapid Prototyping
1861,Ernst Herrmann
2024,Autocenter Leipzig-Halle GmbH
2831,SALTED GbR
2179,Schmerzklinik Kiel GmbH & Co KG
3822,Gemeinde Unterschleißheim
3145,Enercharge Charging Station
1349,Neumühle Hotel- und Gaststätten Betriebsgesellschaft mbH
4725,Hotel Moseltor
4610,Citropart
602,Christ Investment GmbH
2343,Gasthof Hertigswalde
1849,Campingpark im Bergischen Land
1836,Best Western Plus Hotel Böttcherhof
202,Vorpommersche Dorfstrasse e. V.
4030,Waldhof Hotel GmbH & Co Investitions-KG
1428,Dirsch Haustechnik GmbH & Co. KG
3241,Wohnungsbaugenossenschaft Volkswerft Stralsund eG
2281,Autohaus Voigt Hochkirch GmbH & Co KG
4127,MECO
3105,Autohaus Illgen GmbH
1981,LLM Ladelösung GmbH
3569,Oest / AVIA
4551,OMB Office Management Brämer
1049,Fleischversorgungszentrum RM
1225,Auto Berni Gouverneur GmbH
4582,RK Autowelt Belda GmbH
1107,Carl Aug. Picard GmbH
3638,Autohaus Seebacher GmbH
694,Stadtsparkasse München AdöR
4561,Autocenter Gaus GmbH&CoKG
3941,Autohaus Müller OHG
2795,Deeg GmbH
4138,Friseursalon Schau Hair
2565,Beck
3138,Autohaus Heise GmbH
713,Pluq
4455,Autowelt Marton+ GmbH & Co. KG
4596,Neufeld
477,Mustafa Celebi & Mahmut Celebi GbR
879,Konacon GmbH
4687,Senger Münster GmbH
1609,Helmerhof
1961,H. Gretenkort GmbH
2443,Orsland Charging
1743,Auto Treff Oranke GmbH
3446,Auto Plech GmbH
468,Elektro Keßler GmbH
922,Anton Lutz GmbH
2739,Alpenhotel Wittelsbach
392,Gebr. Schmidt GmbH
3816,Auto Schenk GmbH
3627,SE3D-Charge
347,H. Züchner GmbH & Co. KG
1791,Tanken in Hasenfelde
2542,Autohaus Spörlein
2402,Mies van der Rohe Business Park
44,Euromaster
4395,CEP Consulting Engineering Projects GmbH
4144,Diebold Nixdorf
1157,Frohnbachtaler Edelbrände - Einzelunternehmen
1087,Energiegeladen
3447,Volksbank Kurpfalz eG
2004,KOITKA Innenausbau GmbH
4281,TTM GmbH Internationale Spedition
740,SHB GmbH
182,Ferienkontor Inh. Meike Ottlips
2530,Johann Mitterhauser GmbH
3475,Autohaus Ivancan GmbH
1665,PV Hegel - zum laden bitte klingeln
4435,Stadt Besigheim
4440,Johannes-Diakonie Mosbach
1643,Lebensmittel Summerer e. K.
2996,Autohaus Schmidt & Söhne
2055,LINDIG GmbH
376,Pflegedienst Janda GmbH
2543,R+V Generalagentur Meyer
1864,Hubertus Schmidt GmbH
961,Auto-Östringer GmbH
1246,Autohaus Albrecht
